,AEO Case,Case,GREET Pathway,Sector,Subsector,End Use Application,Energy carrier,Energy carrier type,Basis,Fuel Pool,Generation Type,Year,Energy Unit,Electricity Production,Scope,Flow Name,Formula,EF_Unit (Numerator),EF_Unit (Denominator),EF_withElec,Total Emissions,Mitigation Case,"Emissions Category, Detailed","Emissions Category, Aggregate"
2523,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"Other Miscellaneous Uses, -",-,-,-,-,-,2039,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1367000000000.0,-,CO2,CO2
2524,-,Reference case,-,Electric Power,Electrical Transmission and Distribution,"-, -",-,-,-,-,-,2039,-,-,"Direct, Non-Combustion",-,SF6,g,-,-,200000000.0,-,SF6,Fluorinated Gases
2525,-,Reference case,-,Electric Power,Incineration of Waste,"Plastics, -",-,-,-,-,-,2040,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,6588000000000.0,-,CO2,CO2
2526,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in Tires, -",-,-,-,-,-,2040,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1229000000000.0,-,CO2,CO2
2527,-,Reference case,-,Electric Power,Incineration of Waste,"Carbon Black in Tires, -",-,-,-,-,-,2040,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1503000000000.0,-,CO2,CO2
2528,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in MSW, -",-,-,-,-,-,2040,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,739000000000.0,-,CO2,CO2
2529,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Fibers, -",-,-,-,-,-,2040,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1410000000000.0,-,CO2,CO2
2530,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2040,-,-,"Direct, Non-Combustion",-,CH4,g,-,-,0.0,-,CH4,CH4
2531,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2040,-,-,"Direct, Non-Combustion",-,N2O,g,-,-,1000000000.0,-,N2O,N2O
2532,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"FGD, -",-,-,-,-,-,2040,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,2233000000000.0,-,CO2,CO2
2533,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"Other Miscellaneous Uses, -",-,-,-,-,-,2040,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1367000000000.0,-,CO2,CO2
2534,-,Reference case,-,Electric Power,Electrical Transmission and Distribution,"-, -",-,-,-,-,-,2040,-,-,"Direct, Non-Combustion",-,SF6,g,-,-,200000000.0,-,SF6,Fluorinated Gases
2535,-,Reference case,-,Electric Power,Incineration of Waste,"Plastics, -",-,-,-,-,-,2041,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,6588000000000.0,-,CO2,CO2
2536,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in Tires, -",-,-,-,-,-,2041,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1229000000000.0,-,CO2,CO2
2537,-,Reference case,-,Electric Power,Incineration of Waste,"Carbon Black in Tires, -",-,-,-,-,-,2041,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1503000000000.0,-,CO2,CO2
2538,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in MSW, -",-,-,-,-,-,2041,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,739000000000.0,-,CO2,CO2
2539,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Fibers, -",-,-,-,-,-,2041,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1410000000000.0,-,CO2,CO2
2540,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2041,-,-,"Direct, Non-Combustion",-,CH4,g,-,-,0.0,-,CH4,CH4
2541,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2041,-,-,"Direct, Non-Combustion",-,N2O,g,-,-,1000000000.0,-,N2O,N2O
2542,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"FGD, -",-,-,-,-,-,2041,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,2233000000000.0,-,CO2,CO2
2543,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"Other Miscellaneous Uses, -",-,-,-,-,-,2041,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1367000000000.0,-,CO2,CO2
2544,-,Reference case,-,Electric Power,Electrical Transmission and Distribution,"-, -",-,-,-,-,-,2041,-,-,"Direct, Non-Combustion",-,SF6,g,-,-,200000000.0,-,SF6,Fluorinated Gases
2545,-,Reference case,-,Electric Power,Incineration of Waste,"Plastics, -",-,-,-,-,-,2042,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,6588000000000.0,-,CO2,CO2
2546,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in Tires, -",-,-,-,-,-,2042,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1229000000000.0,-,CO2,CO2
2547,-,Reference case,-,Electric Power,Incineration of Waste,"Carbon Black in Tires, -",-,-,-,-,-,2042,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1503000000000.0,-,CO2,CO2
2548,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in MSW, -",-,-,-,-,-,2042,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,739000000000.0,-,CO2,CO2
2549,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Fibers, -",-,-,-,-,-,2042,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1410000000000.0,-,CO2,CO2
2550,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2042,-,-,"Direct, Non-Combustion",-,CH4,g,-,-,0.0,-,CH4,CH4
2551,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2042,-,-,"Direct, Non-Combustion",-,N2O,g,-,-,1000000000.0,-,N2O,N2O
2552,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"FGD, -",-,-,-,-,-,2042,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,2233000000000.0,-,CO2,CO2
2553,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"Other Miscellaneous Uses, -",-,-,-,-,-,2042,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1367000000000.0,-,CO2,CO2
2554,-,Reference case,-,Electric Power,Electrical Transmission and Distribution,"-, -",-,-,-,-,-,2042,-,-,"Direct, Non-Combustion",-,SF6,g,-,-,200000000.0,-,SF6,Fluorinated Gases
2555,-,Reference case,-,Electric Power,Incineration of Waste,"Plastics, -",-,-,-,-,-,2043,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,6588000000000.0,-,CO2,CO2
2556,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in Tires, -",-,-,-,-,-,2043,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1229000000000.0,-,CO2,CO2
2557,-,Reference case,-,Electric Power,Incineration of Waste,"Carbon Black in Tires, -",-,-,-,-,-,2043,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1503000000000.0,-,CO2,CO2
2558,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in MSW, -",-,-,-,-,-,2043,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,739000000000.0,-,CO2,CO2
2559,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Fibers, -",-,-,-,-,-,2043,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1410000000000.0,-,CO2,CO2
2560,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2043,-,-,"Direct, Non-Combustion",-,CH4,g,-,-,0.0,-,CH4,CH4
2561,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2043,-,-,"Direct, Non-Combustion",-,N2O,g,-,-,1000000000.0,-,N2O,N2O
2562,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"FGD, -",-,-,-,-,-,2043,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,2233000000000.0,-,CO2,CO2
2563,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"Other Miscellaneous Uses, -",-,-,-,-,-,2043,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1367000000000.0,-,CO2,CO2
2564,-,Reference case,-,Electric Power,Electrical Transmission and Distribution,"-, -",-,-,-,-,-,2043,-,-,"Direct, Non-Combustion",-,SF6,g,-,-,200000000.0,-,SF6,Fluorinated Gases
2565,-,Reference case,-,Electric Power,Incineration of Waste,"Plastics, -",-,-,-,-,-,2044,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,6588000000000.0,-,CO2,CO2
2566,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in Tires, -",-,-,-,-,-,2044,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1229000000000.0,-,CO2,CO2
2567,-,Reference case,-,Electric Power,Incineration of Waste,"Carbon Black in Tires, -",-,-,-,-,-,2044,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1503000000000.0,-,CO2,CO2
2568,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in MSW, -",-,-,-,-,-,2044,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,739000000000.0,-,CO2,CO2
2569,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Fibers, -",-,-,-,-,-,2044,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1410000000000.0,-,CO2,CO2
2570,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2044,-,-,"Direct, Non-Combustion",-,CH4,g,-,-,0.0,-,CH4,CH4
2571,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2044,-,-,"Direct, Non-Combustion",-,N2O,g,-,-,1000000000.0,-,N2O,N2O
2572,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"FGD, -",-,-,-,-,-,2044,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,2233000000000.0,-,CO2,CO2
2573,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"Other Miscellaneous Uses, -",-,-,-,-,-,2044,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1367000000000.0,-,CO2,CO2
2574,-,Reference case,-,Electric Power,Electrical Transmission and Distribution,"-, -",-,-,-,-,-,2044,-,-,"Direct, Non-Combustion",-,SF6,g,-,-,200000000.0,-,SF6,Fluorinated Gases
2575,-,Reference case,-,Electric Power,Incineration of Waste,"Plastics, -",-,-,-,-,-,2045,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,6588000000000.0,-,CO2,CO2
2576,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in Tires, -",-,-,-,-,-,2045,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1229000000000.0,-,CO2,CO2
2577,-,Reference case,-,Electric Power,Incineration of Waste,"Carbon Black in Tires, -",-,-,-,-,-,2045,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1503000000000.0,-,CO2,CO2
2578,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in MSW, -",-,-,-,-,-,2045,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,739000000000.0,-,CO2,CO2
2579,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Fibers, -",-,-,-,-,-,2045,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1410000000000.0,-,CO2,CO2
2580,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2045,-,-,"Direct, Non-Combustion",-,CH4,g,-,-,0.0,-,CH4,CH4
2581,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2045,-,-,"Direct, Non-Combustion",-,N2O,g,-,-,1000000000.0,-,N2O,N2O
2582,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"FGD, -",-,-,-,-,-,2045,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,2233000000000.0,-,CO2,CO2
2583,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"Other Miscellaneous Uses, -",-,-,-,-,-,2045,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1367000000000.0,-,CO2,CO2
2584,-,Reference case,-,Electric Power,Electrical Transmission and Distribution,"-, -",-,-,-,-,-,2045,-,-,"Direct, Non-Combustion",-,SF6,g,-,-,200000000.0,-,SF6,Fluorinated Gases
2585,-,Reference case,-,Electric Power,Incineration of Waste,"Plastics, -",-,-,-,-,-,2046,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,6588000000000.0,-,CO2,CO2
2586,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in Tires, -",-,-,-,-,-,2046,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1229000000000.0,-,CO2,CO2
2587,-,Reference case,-,Electric Power,Incineration of Waste,"Carbon Black in Tires, -",-,-,-,-,-,2046,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1503000000000.0,-,CO2,CO2
2588,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in MSW, -",-,-,-,-,-,2046,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,739000000000.0,-,CO2,CO2
2589,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Fibers, -",-,-,-,-,-,2046,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1410000000000.0,-,CO2,CO2
2590,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2046,-,-,"Direct, Non-Combustion",-,CH4,g,-,-,0.0,-,CH4,CH4
2591,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2046,-,-,"Direct, Non-Combustion",-,N2O,g,-,-,1000000000.0,-,N2O,N2O
2592,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"FGD, -",-,-,-,-,-,2046,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,2233000000000.0,-,CO2,CO2
2593,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"Other Miscellaneous Uses, -",-,-,-,-,-,2046,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1367000000000.0,-,CO2,CO2
2594,-,Reference case,-,Electric Power,Electrical Transmission and Distribution,"-, -",-,-,-,-,-,2046,-,-,"Direct, Non-Combustion",-,SF6,g,-,-,200000000.0,-,SF6,Fluorinated Gases
2595,-,Reference case,-,Electric Power,Incineration of Waste,"Plastics, -",-,-,-,-,-,2047,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,6588000000000.0,-,CO2,CO2
2596,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in Tires, -",-,-,-,-,-,2047,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1229000000000.0,-,CO2,CO2
2597,-,Reference case,-,Electric Power,Incineration of Waste,"Carbon Black in Tires, -",-,-,-,-,-,2047,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1503000000000.0,-,CO2,CO2
2598,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in MSW, -",-,-,-,-,-,2047,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,739000000000.0,-,CO2,CO2
2599,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Fibers, -",-,-,-,-,-,2047,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1410000000000.0,-,CO2,CO2
2600,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2047,-,-,"Direct, Non-Combustion",-,CH4,g,-,-,0.0,-,CH4,CH4
2601,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2047,-,-,"Direct, Non-Combustion",-,N2O,g,-,-,1000000000.0,-,N2O,N2O
2602,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"FGD, -",-,-,-,-,-,2047,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,2233000000000.0,-,CO2,CO2
2603,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"Other Miscellaneous Uses, -",-,-,-,-,-,2047,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1367000000000.0,-,CO2,CO2
2604,-,Reference case,-,Electric Power,Electrical Transmission and Distribution,"-, -",-,-,-,-,-,2047,-,-,"Direct, Non-Combustion",-,SF6,g,-,-,200000000.0,-,SF6,Fluorinated Gases
2605,-,Reference case,-,Electric Power,Incineration of Waste,"Plastics, -",-,-,-,-,-,2048,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,6588000000000.0,-,CO2,CO2
2606,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in Tires, -",-,-,-,-,-,2048,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1229000000000.0,-,CO2,CO2
2607,-,Reference case,-,Electric Power,Incineration of Waste,"Carbon Black in Tires, -",-,-,-,-,-,2048,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1503000000000.0,-,CO2,CO2
2608,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in MSW, -",-,-,-,-,-,2048,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,739000000000.0,-,CO2,CO2
2609,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Fibers, -",-,-,-,-,-,2048,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1410000000000.0,-,CO2,CO2
2610,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2048,-,-,"Direct, Non-Combustion",-,CH4,g,-,-,0.0,-,CH4,CH4
2611,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2048,-,-,"Direct, Non-Combustion",-,N2O,g,-,-,1000000000.0,-,N2O,N2O
2612,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"FGD, -",-,-,-,-,-,2048,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,2233000000000.0,-,CO2,CO2
2613,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"Other Miscellaneous Uses, -",-,-,-,-,-,2048,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1367000000000.0,-,CO2,CO2
2614,-,Reference case,-,Electric Power,Electrical Transmission and Distribution,"-, -",-,-,-,-,-,2048,-,-,"Direct, Non-Combustion",-,SF6,g,-,-,200000000.0,-,SF6,Fluorinated Gases
2615,-,Reference case,-,Electric Power,Incineration of Waste,"Plastics, -",-,-,-,-,-,2049,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,6588000000000.0,-,CO2,CO2
2616,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in Tires, -",-,-,-,-,-,2049,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1229000000000.0,-,CO2,CO2
2617,-,Reference case,-,Electric Power,Incineration of Waste,"Carbon Black in Tires, -",-,-,-,-,-,2049,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1503000000000.0,-,CO2,CO2
2618,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in MSW, -",-,-,-,-,-,2049,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,739000000000.0,-,CO2,CO2
2619,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Fibers, -",-,-,-,-,-,2049,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1410000000000.0,-,CO2,CO2
2620,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2049,-,-,"Direct, Non-Combustion",-,CH4,g,-,-,0.0,-,CH4,CH4
2621,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2049,-,-,"Direct, Non-Combustion",-,N2O,g,-,-,1000000000.0,-,N2O,N2O
2622,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"FGD, -",-,-,-,-,-,2049,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,2233000000000.0,-,CO2,CO2
2623,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"Other Miscellaneous Uses, -",-,-,-,-,-,2049,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1367000000000.0,-,CO2,CO2
2624,-,Reference case,-,Electric Power,Electrical Transmission and Distribution,"-, -",-,-,-,-,-,2049,-,-,"Direct, Non-Combustion",-,SF6,g,-,-,200000000.0,-,SF6,Fluorinated Gases
2625,-,Reference case,-,Electric Power,Incineration of Waste,"Plastics, -",-,-,-,-,-,2050,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,6588000000000.0,-,CO2,CO2
2626,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in Tires, -",-,-,-,-,-,2050,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1229000000000.0,-,CO2,CO2
2627,-,Reference case,-,Electric Power,Incineration of Waste,"Carbon Black in Tires, -",-,-,-,-,-,2050,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1503000000000.0,-,CO2,CO2
2628,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Rubber in MSW, -",-,-,-,-,-,2050,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,739000000000.0,-,CO2,CO2
2629,-,Reference case,-,Electric Power,Incineration of Waste,"Synthetic Fibers, -",-,-,-,-,-,2050,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1410000000000.0,-,CO2,CO2
2630,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2050,-,-,"Direct, Non-Combustion",-,CH4,g,-,-,0.0,-,CH4,CH4
2631,-,Reference case,-,Electric Power,Incineration of Waste,"-, -",-,-,-,-,-,2050,-,-,"Direct, Non-Combustion",-,N2O,g,-,-,1000000000.0,-,N2O,N2O
2632,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"FGD, -",-,-,-,-,-,2050,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,2233000000000.0,-,CO2,CO2
2633,-,Reference case,-,Electric Power,Other Process Uses of Carbonates,"Other Miscellaneous Uses, -",-,-,-,-,-,2050,-,-,"Direct, Non-Combustion",-,CO2,g,-,-,1367000000000.0,-,CO2,CO2
2634,-,Reference case,-,Electric Power,Electrical Transmission and Distribution,"-, -",-,-,-,-,-,2050,-,-,"Direct, Non-Combustion",-,SF6,g,-,-,200000000.0,-,SF6,Fluorinated Gases
2635,,Mitigation,,Electric Power,Electric Power Sector,,Electricity,Battery Storage,-,-,Battery Storage,2020,,,,,,,,,,NREL Electric Power Decarb,,
2636,,Mitigation,,Electric Power,Electric Power Sector,,Electricity,Battery Storage,-,-,Battery Storage,2021,,,,,,,,,,NREL Electric Power Decarb,,
2637,,Mitigation,,Electric Power,Electric Power Sector,,Electricity,Battery Storage,-,-,Battery Storage,2022,,,,,,,,,,NREL Electric Power Decarb,,
2638,,Mitigation,,Electric Power,Electric Power Sector,,Electricity,Battery Storage,-,-,Battery Storage,2023,,,,,,,,,,NREL Electric Power Decarb,,
2639,,Mitigation,,Electric Power,Electric Power Sector,,Electricity,Battery Storage,-,-,Battery Storage,2024,,,,,,,,,,NREL Electric Power Decarb,,
2640,,Mitigation,,Electric Power,Electric Power Sector,,Electricity,Battery Storage,-,-,Battery Storage,2025,,,,,,,,,,NREL Electric Power Decarb,,
2641,,Mitigation,,Electric Power,Electric Power Sector,,Electricity,Battery Storage,-,-,Battery Storage,2026,,,,,,,,,,NREL Electric Power Decarb,,
2642,,Mitigation,,Electric Power,Electric Power Sector,,Electricity,Battery Storage,-,-,Battery Storage,2027,,,,,,,,,,NREL Electric Power Decarb,,
2643,,Mitigation,,Electric Power,Electric Power Sector,,Electricity,Battery Storage,-,-,Battery Storage,2028,,,,,,,,,,NREL Electric Power Decarb,,
2644,,Mitigation,,Electric Power,Electric Power Sector,,Electricity,Battery Storage,-,-,Battery Storage,2029,,,,,,,,,,NREL Electric Power Decarb,,
2645,,Mitigation,,Electric Power,Electric Power Sector,,Electricity,Battery Storage,-,-,Battery Storage,2030,,,,,,,,,,NREL Electric Power Decarb,,
2646,,Mitigation,,Electric Power,Electric Power Sector,,Electricity,Battery Storage,-,-,Battery Storage,2031,,,,,,,,,,NREL Electric Power Decarb,,
2647,,Mitigation,,Electric Power,Electric Power Sector,,Electricity,Battery Storage,-,-,Battery Storage,2032,,,,,,,,,,NREL Electric Power Decarb,,
2648,,Mitigation,,Electric Power,Electric Power Sector,,Electricity,Battery Storage,-,-,Battery Storage,2033,,,,,,,,,,NREL Electric Power Decarb,,
2649,,Mitigation,,Electric Power,Electric Power Sector,,Electricity,Battery Storage,-,-,Battery Storage,2034,,,,,,,,,,NREL Electric Power Decarb,,
2650,,Mitigation,,Electric Power,Electric Power Sector,,Electricity,Battery Storage,-,-,Battery Storage,2035,,,,,,,,,,NREL Electric Power Decarb,,
2651,,Mitigation,,Electric Power,Electric Power Sector,,Electricity,Battery Storage,-,-,Battery Storage,2036,,,,,,,,,,NREL Electric Power Decarb,,
2652,,Mitigation,,Electric Power,Electric Power Sector,,Electricity,Battery Storage,-,-,Battery Storage,2037,,,,,,,,,,NREL Electric Power Decarb,,
2653,,Mitigation,,Electric Power,Electric Power Sector,,Electricity,Battery Storage,-,-,Battery Storage,2038,,,,,,,,,,NREL Electric Power Decarb,,
2654,,Mitigation,,Electric Power,Electric Power Sector,,Electricity,Battery Storage,-,-,Battery Storage,2039,,,,,,,,,,NREL Electric Power Decarb,,
2655,,Mitigation,,Electric Power,Electric Power Sector,,Electricity,Battery Storage,-,-,Battery Storage,2040,,,,,,,,,,NREL Electric Power Decarb,,
2656,,Mitigation,,Electric Power,Electric Power Sector,,Electricity,Battery Storage,-,-,Battery Storage,2041,,,,,,,,,,NREL Electric Power Decarb,,
2657,,Mitigation,,Electric Power,Electric Power Sector,,Electricity,Battery Storage,-,-,Battery Storage,2042,,,,,,,,,,NREL Electric Power Decarb,,
2658,,Mitigation,,Electric Power,Electric Power Sector,,Electricity,Battery Storage,-,-,Battery Storage,2043,,,,,,,,,,NREL Electric Power Decarb,,
2659,,Mitigation,,Electric Power,Electric Power Sector,,Electricity,Battery Storage,-,-,Battery Storage,2044,,,,,,,,,,NREL Electric Power Decarb,,
